address,ens_name,op_token,op_tokens_voting,total_votes,op_voting_nft,total_proposal_interaction
0xBfe4019863aeE7be,oztjoavlhc.ens,3.87,188,34,LB2LUA,47
0x8bcBC17cfc65cA92,nccyvqynzh.ens,1.62,60,79,ZNT7OI,42
0xAac0f31cbd576Fae,xypaghqxyc.ens,4.27,143,62,ABDHJM,12
0xfc84ADEea86d3Ffc,kkvajoanmf.ens,4.84,119,76,J2SHMC,41
0x2ba2B54503D14aA8,hcwxawsdzr.ens,2.19,64,64,YLP6ER,30
0x2E1e8CF0B64db9fC,khmkenwisf.ens,4.07,196,24,IJJVGA,24
0x96FfAfaC5fb7DBaC,frsukrscxy.ens,3.21,189,57,EPKP8T,5
0xAc34A140BEc7fbFc,hjhbzpffvj.ens,4.59,135,100,9DXH1O,47
0x1E52Df2cA3CA3D14,uyimhdqpnr.ens,2.49,142,31,TK6LXS,5
0xb9BB9B3fcDcECf4B,wtmivpzwhb.ens,1.74,58,35,05FLLG,36
0xedAB80E60E43E5aD,mkikzeqoso.ens,4.35,165,76,FP6WUQ,41
0x18AB18D0cBa2765B,bddqrodwfd.ens,2.04,86,25,TAO40S,46
0xD8EAc3065e83b431,uwtskuqbwn.ens,1.8,148,58,A3133L,21
0xa8CCa2ddECFaee1d,aehjssyadh.ens,4.85,61,74,ZHSTKF,38
0x1fb0cDe51fa3Fb8F,hyfilwhwmj.ens,3.62,134,60,UYKBBF,8
0x0B2a0c29d5a5Ec02,xvhbhtepjw.ens,4.84,76,35,ZHJM07,14
0xdb4fEf17456EcDd6,xkgeopboiy.ens,3.04,144,58,Q1520N,18
0x8ebc7Ab27beC65B3,cjlrtrxiha.ens,1.78,96,68,9N4KCN,35
0x0E2bc8b6A9F6B668,pnvmdjvero.ens,2.68,82,96,1NDE5B,5
0x6aBee122C9ADeceb,grptxwtmty.ens,2.69,188,25,CN5CWM,20
0x3fCE02499ccD58ca,dzdgwbjmre.ens,2.7,128,21,3ODN59,40
0xeb845daFD0a72e4A,bwflxcutaq.ens,1.38,66,89,WI5KNJ,50
0xc5260BC7CfEf33a1,dvawaudbru.ens,3.0,83,24,P2SO6P,41
0x5cE332E7016F2064,ibubjuufam.ens,0.65,130,60,XSAUQQ,16
0x00F9d027dC3DBCCa,yuztbocyja.ens,1.68,194,94,WWEW0X,32
0xefFDD41e0bA4bB5F,zswolrmmre.ens,2.33,80,78,RA9L3A,24
0xf6442fcCEDD3BeEE,vrnqrhsmyw.ens,4.64,127,95,ATH4T1,46
0x1FD7B23dDa81A3dE,bfbwhcbosq.ens,2.36,179,67,CB2F30,47
0x9DA63B9b7EccaC1b,usouhwdgdk.ens,0.19,117,96,RLV7D4,40
0x28675eea1CeBc9b8,ividnvzneb.ens,3.7,53,82,5UBJ54,43
0xB75D525dbA6b905B,iuualyodor.ens,3.0,148,33,T69FY6,19
0x088CCd7ae563ff35,zmjxwsdkhz.ens,4.6,131,76,Y92GR7,19
0xB89f32deCfc7af3c,hdchryubix.ens,3.17,130,55,NPBBT4,20
0xe112fa19d59861a3,ttiokxtylp.ens,0.72,74,47,QZCV2A,10
0xAfEF7Feaf166A5C2,uuockprsfx.ens,3.41,65,67,7M3WSK,30
0xc0A72CC5e3caF33f,zghudjkiif.ens,2.71,177,21,1U5Y1T,25
0xaDEBde3Da17712fA,orxivdqoes.ens,3.21,199,51,LE5D3R,38
0xD69AaFC592F9aaF7,kcaekmfvok.ens,1.26,109,76,2U97G1,31
0xd5eD972caebf3Acf,wxchpbzsbw.ens,1.55,171,73,OSSOG4,16
0xCff578fAA042fbfB,zsjavsumpz.ens,0.82,163,68,UHNQZS,50
0x038CfB1F19106EFD,vcohrldbpa.ens,3.38,198,71,BWYMUB,38
0xfd5EC1fdAA2dB2b1,smpcbalxtf.ens,0.94,78,100,II2NHP,45
0xd8a7Fcf61F3bdBae,nikmbidoyt.ens,4.06,163,24,M2QC7N,8
0xb503c66C80A49c9E,capfogmube.ens,1.64,197,70,Z9XOAG,8
0x9e5b077Cd0FA8f06,uafarcrnax.ens,2.29,134,44,CBT3O9,47
0x0fac10EFDdBeBBEC,ghpszvdunm.ens,3.29,92,38,4V563B,22
0xdb8Ba18BeF8B6eA4,cmozdbqoig.ens,1.31,84,44,VRY1KV,30
0x4BCa1534c809Fb2D,slwelivwbw.ens,2.82,115,52,ALPPFX,12
0xab4F0f27aeA6a8EE,qhwuszpklx.ens,2.35,53,79,TOG85O,38
0xba922B5A8Fab879D,rgqnmadbnu.ens,2.84,102,50,QMJ2BR,13
0x2BBD9ED655E1BAF5,obgubagpkh.ens,0.86,174,55,DCL20X,15
0xc240DADfA37eB718,ujbmznizsr.ens,3.16,102,48,4IGPI6,10
0x3B30b8e4E85dA3f2,wzrojduxoa.ens,1.29,187,40,FO63PV,10
0xcC5fC1E8574EA28B,ttdhdpyefc.ens,2.1,53,72,IO2E1U,35
0x93fDa9DBc610077E,ppxxbaiakx.ens,2.11,67,65,4WFIU8,25
0x0763BAfC113cA2F6,kvzzvrqfwx.ens,4.31,58,87,V12D4N,19
0x18AcB082Ee5a9E59,gjnwstfzut.ens,3.57,114,45,U5QT1X,14
0xBEBCB9E55f1Fbe4e,vnzmqakayb.ens,4.21,57,89,8IHC7P,39
0x6F9D0DF1999c2E90,tgzrtterqa.ens,4.34,161,41,GAO197,39
0x6eeB6af7FeBe4e5D,jddivbwcyf.ens,4.39,54,33,USCYG7,9
0x91dcA0016E28bF85,xdptzaatqw.ens,2.25,78,83,H2DJVQ,34
0x66C8cbacBeF682A7,iqjuefkdix.ens,4.45,75,82,I6QOMO,7
0x70660E41FFDb4390,wrvbqvpayt.ens,3.99,119,75,KO4HQ2,13
0x7d8C4895e138FBFe,xxvzavuqov.ens,2.33,166,44,C7LJN7,21
0x25BC95d8c00Ce153,shmbgatqzk.ens,4.72,95,34,KLRAPN,17
0x18BcADdE73e8Ab54,lfuwupfyjk.ens,4.06,66,57,BGQKH3,19
0xAa7dCD482AfdFFEF,lnboueqdkz.ens,2.16,87,43,W4GRYY,33
0x07b64bbBfb4bC1aE,qtazuloywx.ens,2.49,110,75,65NZNM,9
0x568eDeF70c2C8Fa6,zinyvuawgn.ens,2.75,50,64,0PZA3I,39
0xFF6cdFA0129cAcDF,sflxidsitj.ens,1.79,168,70,FRQA8A,42
0x485465bcACdc65AC,ipuercgufw.ens,1.52,73,98,OUZL46,31
0x840a31e919fCd638,ubxzekblng.ens,1.14,72,37,KN1FUE,22
0x3Ddcefa822eFD0Fe,tdvblqrkgy.ens,1.04,181,67,SI991Q,35
0xbfDC75941cfaFCcf,ijkqzdrwvw.ens,2.02,144,23,7RM0FJ,39
0xA3FBFFa12752C3EA,oucbmvzxzs.ens,0.66,195,73,NICB88,16
0x28bE4BDd9Ef1BdEA,akkuidpusz.ens,3.71,67,33,6VZH5B,10
0x2bd32ad4CbE06D8e,jowjqpoblh.ens,3.15,172,96,L7ULSR,20
0xeAcB9Bb0F513F7d5,xwyuzvbilf.ens,2.23,95,22,SLOZQ4,9
0xBF2E6eA7DD5f0b1D,akuszgiljx.ens,2.91,71,87,3L8B5F,30
0xC63b9cFBfbACE2ac,nukqrnhrim.ens,1.35,71,30,RZMVYW,23
0xD3BbD88E3D646db8,gwafdezyrq.ens,3.19,67,52,MZAM76,35
0xCA2BF2AA25B7fbD7,nckxdrusxl.ens,2.06,72,25,31GPN6,18
0x1fB4fDad5abEbCEB,scoxjufien.ens,4.64,74,98,S8Y8X7,32
0xfFaeDc4AeA013a09,pzcntxxocr.ens,4.11,156,64,NHFPH2,11
0xB9aF3Bf63F1CcBAA,asvwcvhprp.ens,3.85,189,27,43C3TW,29
0xfc53cEDdfac13B2d,enrynktioy.ens,4.49,198,69,7NSUJH,6
0x00edaC495B3fE824,ufuhqnhdse.ens,2.9,137,86,IOI5FZ,50
0xE03BF29144A10E1B,zxbwnwpezz.ens,1.6,185,73,YF3FWW,36
0xDf859e06fb3AdF69,bcvdeumlzp.ens,1.45,59,75,AULM4Z,29
0x94EBD97ba6D3ED73,dzwtlpqoei.ens,3.39,160,51,PZWG7N,49
0xD4dd18EAFDe4E29e,jpwrowiaaf.ens,3.1,165,30,I1XRRI,42
0x530fBD5de365fc2d,swakecjpxe.ens,1.19,120,34,DCOKA7,43
0x90CEb7fE05dda9F0,mamqfiwkcz.ens,1.85,189,65,HTC2HM,22
0x82DeBAebA0a8e6C0,ijlrqxguij.ens,4.94,91,21,84QC8P,27
0x42bb67E2A72f353f,zxabpjeymh.ens,2.06,115,77,5JEPQ9,49
0x2d6C0F74b9B3cb5A,mlfmskfdmw.ens,2.9,65,64,XNP393,42
0x86204d59Af26BD91,bwntzmbfrl.ens,2.55,82,58,2NZ8ZL,49
0x5eb65e513Aa9c43A,odaxvyoawn.ens,4.01,107,63,XRC8YP,46
0xEbaE0Ca91A0faa7d,otkioepokh.ens,1.06,69,52,4ML7E1,36
0x2FD140ecDB8F2d2c,hpwtvhgocf.ens,2.09,79,80,4RI43S,30
0x9Eda633d60cfB8C9,vdrxpcmuxs.ens,1.46,125,39,LF738C,40
0x9AFdCABc5dC2B078,xxhgxgurps.ens,3.38,77,39,KTBVIZ,40
0xb1B5FBE0FaDa6298,ucxgcxwmlw.ens,1.24,147,24,2VBINW,23
0xB2FaaC444a64B231,ppyatekyuq.ens,2.01,150,97,IRBRC7,46
0xE8ceCDFf5a1FCba0,lebabzuzpc.ens,1.33,89,40,FTJHGX,26
0xDd6a1467C7F5993e,adsuyxzhga.ens,1.93,58,26,WRJ9IZ,44
0x1e88F8B02dB1Fe1E,txjtkdotnm.ens,0.19,75,55,K18LI8,12
0x443f39317D7Ebd4f,doibfckxdc.ens,0.43,107,76,QOOVFB,31
0xb99DfdA98E8dFF7a,xdxqhfvstc.ens,4.26,53,24,YOCDPR,47
0xC7A6c863b095d78A,hxcqntabrf.ens,3.76,68,88,7GJOCD,17
0x897BBaFbfAA9a0a8,rlibcwwwez.ens,4.67,65,33,40EYV0,15
0xd6C70FB7E0DA1409,sgitookwhd.ens,4.14,87,81,V2R251,31
0xBA9a4613Aa3cAf47,dwscxcqilq.ens,3.64,154,57,KH2WLU,18
0xFbe774D77eDF4c4c,prlcqnehvr.ens,2.98,169,54,U62IOO,28
0xe01809A9D0126AFE,lxswqiscut.ens,2.2,159,32,25JLHV,17
0xfe938aEcDD88EdE5,bdtqihimvr.ens,0.6,129,100,ZZ750Y,39
0x07b5CE3231f575cD,ivbdfnoxyg.ens,0.22,62,58,P0277H,31
0xF6B122b8df4bEaBA,dbhnunfafe.ens,3.74,75,20,794ITJ,42
0xeef2D79BDCAaafdf,hxlmiyiope.ens,1.83,66,77,IS4PZH,48
0xA53D5BA1bd91A85e,xmhfdvxfih.ens,4.95,82,37,W6PHG8,36
0x56C272AF1E0BA2CB,onklwfuhyj.ens,1.27,112,48,5JXAQK,15
0xEaBF170849bb0eb0,otuiolwqvo.ens,4.78,91,96,VJRIR9,41
0x5F4DC8ADfFBdF1B7,vcwcqlujha.ens,3.03,122,54,QCSET0,42
0x18bB1646cB943DFa,wtllvoevkb.ens,3.44,144,82,07KM1M,37
0xcC2f0413f2f44f4B,jwcfjtxkyg.ens,3.29,120,39,WEMOIL,24
0xCa0e205E5c25EEe7,bmsvkqczhg.ens,4.0,174,28,SWTWDB,37
0xF4a5203D4656cfbe,qekbomsavn.ens,3.82,91,78,U1WO9K,30
0xB897ffCeeB4BAD33,tqxxyyreae.ens,4.41,78,30,B1RPNL,48
0xbf80DdD7d40230bb,pttslcsdor.ens,1.19,177,22,75ETOW,28
0x1cFBC7b2C2aCa3Ee,qywwijbhkb.ens,4.99,178,81,JWXAUI,41
0x73929fc918aD6d0D,zxfdlntlxk.ens,1.73,64,54,GHAYOQ,36
0x4D1c3D09beaebDdE,lfoueaenor.ens,3.0,173,47,1XREG6,25
0xfab82d919f8D4B0C,bcnqnyaefo.ens,3.38,88,57,FU2NUS,41
0xEF062Fa1ed0BbCD0,uroqhjcert.ens,0.96,181,72,4946RI,29
0xacE6cd95fbbA4274,flyiujolqe.ens,2.53,199,42,U5YNQA,10
0x8061D899b0EC6ef4,fkfraznwlm.ens,4.27,177,27,3M7FJI,9
0xD5C6afEdDd2cFdDc,mjfsxlyfsu.ens,2.2,56,55,UO32G0,20
0xF96EDCc8ab985EC1,daphbspsdr.ens,3.66,147,83,Z55S5T,21
0x8435C59AF4E5fc9A,hnoxvpweah.ens,3.23,69,45,S06S9D,30
0xe72f55876Afab7D3,zljfdczewz.ens,0.32,80,96,B89Q2S,21
0x0eC6F335Bbd08aEA,ghetaphouh.ens,1.92,107,60,KJLZSX,29
0xcc7aD76d0B49B69D,qjlajggydm.ens,4.74,170,63,PV15HN,12
0xfAf4dec9C9B09D23,mwbosbdcvk.ens,4.08,194,63,G996XV,10
0xaDAD97c15FF9D9d3,enufgdtsom.ens,4.74,50,53,5WP3VF,28
0xBfbEA5A1eE4bBF62,vbrawyfeaq.ens,3.01,187,33,COF69F,41
0xF1E13f57BCB7b4d1,vpdfdgdium.ens,0.93,122,84,ZUWXWR,39
0xBaE2d7A54FEcb5bB,aehphooixy.ens,2.69,50,100,5S3KFM,45
0xb088faB5BDCe2eCf,pnaaopppei.ens,3.57,192,97,A0ISTD,12
0xbED8BcCb8AD604Dc,inpttohych.ens,0.77,58,27,QAFIKS,14
0x78Ca8d18Ff7859fE,pzvcrgvbxe.ens,3.52,198,68,YM0936,49
0x7e7b0d7Adc1C498c,zwtjgbwykd.ens,4.98,58,62,W1YRKS,24
0x8f0Cc967BFA6e06F,hiffegazep.ens,3.31,70,76,9YIDOY,42
0xaec68F9cC50d26db,xckltmzdro.ens,4.71,55,82,IJUIAB,40
0xbc42216E5A10ffaE,hxjymdhtro.ens,0.29,67,89,NES5XD,45
0xAE292D9ab8fab5Ee,ionlsmdafp.ens,1.42,71,42,KJ0IMI,30
0xdaF546949739AFD7,vqqxluotos.ens,2.26,96,29,ZPMVNP,49
0x1bE2c3fbDCDcB39a,ltvczqpxnf.ens,1.63,184,46,6L7Z96,17
0xE7c24d99C05AAEC0,uqzhhdswck.ens,3.83,198,94,I162Q2,34
0x0eD7A5E465c7b51B,nlmvzuiekj.ens,2.48,92,44,WABBLJ,16
0x5c989Db3F56aCD7C,efweuziocj.ens,4.91,176,85,AGO612,12
0xaa1d3Dfd071f29bB,uvwtdleddk.ens,4.09,110,43,MXWYLY,19
0x8bAedeF3d0F8b17E,uqvhwfygmy.ens,4.96,97,56,L0KAPD,44
0xBbfDfDCBFF1273D5,jjafqvnmpk.ens,0.14,65,37,H73D9O,17
0xc9FB0d4c9397CAd5,cwqddnfxcf.ens,2.01,165,23,K0IT0P,25
0xdfA5b79015796bFA,dbdtimihso.ens,0.39,168,66,C2HF8F,26
0xda4Ba0E6B8511B4D,zlkjntholc.ens,0.81,159,96,519Y7R,40
0x72E6218C8A0d3c04,owmjulcujg.ens,4.25,157,71,JFTY4K,45
0x98921FE8fBEcB4ef,krzuqjuivo.ens,1.52,99,81,2FWH1L,20
0x2C10c3ff3BccA02a,xondqnyuqc.ens,3.64,171,23,MLQSD3,5
0xd1fA1968f4bae088,uarxbbvunw.ens,2.5,76,61,GYRGI3,18
0xd7ACcD6BA0BA4AaD,kmsdyccfko.ens,3.46,69,63,URW006,22
0xebAa1E6Fd3546F5D,bbkjbcujac.ens,0.96,186,84,WO5E9I,16
0x141c64eCcb0d8C26,abcieohrlz.ens,3.18,65,80,PXC15Z,25
0x82eA1FbF8Cb05efA,bmbezqrstq.ens,4.99,172,65,ANZXSQ,35
0xea10E3e772b10668,tlzyoievgv.ens,1.55,160,74,AOB23W,33
0xcD8a8B3A0eF29325,yftpcssehz.ens,2.51,108,42,1E617U,18
0x95EEBcc01839F512,hrdhaqtoyj.ens,1.48,108,86,1JFVXU,34
0xfE749c42e260cb1c,eeznbfzvwt.ens,4.97,74,62,HXW23L,13
0x6D8f28eEb96E97cD,khjsptnqso.ens,4.51,134,78,B1YUGS,33
0xBCaAbbBd5e4355fA,yqnlicisog.ens,4.13,171,32,YTXDKL,50
0x908C61CF6b148D6a,brftvmnzkx.ens,0.11,79,40,ZGKVT5,47
0x3cCc5FDcDbF37674,trryjruesv.ens,1.16,153,39,1MQX2Y,11
0x5ba98A3cB3ceca5D,lmibxreqvo.ens,1.39,168,63,A4TGYI,36
0x8a9e0467d7A30BC6,iuhczhfzlo.ens,2.41,105,36,TTIK5O,10
0x7dFCaeEDEBbdB7bD,mtzvluueio.ens,3.51,146,85,LDRTNI,38
0xe9ACCDd9586F476f,lodoapaqvw.ens,3.09,69,48,Y20FSQ,27
0x59cF18cD60015E21,veehaiipij.ens,0.57,53,62,R73PCG,50
0x680F2DEdd6cDEED4,eccqisttji.ens,2.28,170,22,FGTC25,28
0x9B0C3DB17ca3A9cd,nkbjanihbl.ens,1.05,73,79,UEPKTO,50
0x4ad21092a4F21462,vgugbxjcmq.ens,2.35,75,39,IIV6SB,14
0xb794b4fD09CF608d,fixwxeqqnf.ens,4.32,198,91,LH15FM,6
0xBFe22CfE39341D0A,sdonsnicpt.ens,0.82,64,94,CZHXEB,45
0xdFc46cdeaA0EdDCB,swoczmxllb.ens,4.43,51,30,FLEUHL,30
0xD4f1EcB73dded2e3,ufkilobfuy.ens,1.39,188,99,Z7L4AS,42
0x60A97ccc8013BFeE,iosuxqtlcd.ens,2.26,196,57,0838TW,39
0x2daE2eb759BDC982,drienxykil.ens,4.06,62,75,H5RSJX,26
0xd2E22ceCFe328fE1,tknhnbqrhc.ens,3.9,79,37,2FGIGB,23
0xefDB8EE0d853D7dC,bpfwcsquit.ens,4.48,192,58,NMSJ4M,15
0x4b8D4BCE1D512F7F,apzfyzopfs.ens,0.56,82,25,8UXN0B,24
0xBE7b6FEbBEB5a457,zhgdqjqyui.ens,2.64,60,80,Z8OK2C,43
0x812FdE7BaDaFf9a0,gyxrxtlajw.ens,0.11,165,83,1GJ4EX,9
0x49e49f7C6a9d6A66,uitukjovog.ens,4.98,155,95,RTFSOX,25
0xaf9AeFEC506D6a2A,mwbgxbmxkk.ens,4.44,150,49,EFD0DP,9
0x4AFE9c5dEFBb6a18,owxsgmzwnh.ens,1.65,59,49,AXRJGC,37
0xb0E4B9a5A3c1a9D2,ekfabhtemy.ens,0.87,108,75,8L6H85,29
0xdEDE0BC59d3856D8,nxwbodqyht.ens,0.36,139,38,4Z20X4,18
0xB4AAFb2be83D3D14,risyelmnmx.ens,2.98,67,31,I6CMFA,20
0xDEEC96a0491DAB5E,fovuclvsla.ens,0.66,84,52,EC82P5,16
0x29f1Ca23B657a76C,mmbkbmfszg.ens,3.93,104,22,WVI7SD,36
0x3F2Fe14b1a58f64c,ajaerijffc.ens,0.62,81,30,NZZ684,49
0x186Ee7fd70DEA855,kkjfitkghb.ens,1.84,63,55,JPACIJ,23
0xee82b91ccffa4B1a,lczwfnwxaq.ens,2.84,68,45,JSAHF8,47
0xE1Fb3aCaCAf4C789,sitdbqvnzg.ens,2.16,122,72,A0QZLT,38
0xc6e6d47eA0912FCA,aivjijumjf.ens,2.69,176,53,EDTFAD,27
0x3f5318CE5e5B1EBf,wvsqdqfiog.ens,1.88,120,42,H6POQK,29
0xd4C092dF60Fe5Aa2,gwuallpgzj.ens,4.67,63,28,AXWZJI,45
0x1167ddaabf1764Ad,jquvrpjtkr.ens,3.64,72,25,67UYTO,13
0x7aCb7bf90A59bb0c,mviqchgdsz.ens,2.0,55,62,ZC4OJI,17
0xA9eE22b55c09dE5e,msfuqbcxrm.ens,0.55,70,45,VECJ5X,15
0xc3D7abEA98aa4f99,utakpuudvp.ens,0.45,105,55,K532B4,19
0x140A07775eD4FD60,tzugdsepct.ens,3.15,188,24,IY34KK,32
0xAe4266fF0B76d46b,jmvwubqnxj.ens,0.11,162,30,W9GS60,13
0xaBf199c4DBDA40Df,qbxgulrvbd.ens,3.54,176,48,D1PGKC,31
0xb52db8eddb0Bcb2C,yxgpqgsskb.ens,4.61,131,50,F93OW5,13
0x15d69B2197FbB1CD,trmxsdujyi.ens,3.46,193,80,MA4EVE,8
0x4AA19f6fEA6eD90B,rcufaduopv.ens,1.7,53,82,WGMF4F,33
0xAC5e21Bc82ED7EFe,oddvoleevn.ens,3.49,197,67,LE3VFR,41
0xbb0203EEe801AfB4,eimojuogfv.ens,2.64,161,88,I38LYZ,26
0xb576cfaFE6C414Fd,ntbnngowch.ens,2.89,146,43,JIUGEE,19
0xd8690a7e360CFCbe,ardjhimzxx.ens,3.76,60,84,XRI5TF,37
0x9Fd1e77AD7Fa3D6A,piycjvauih.ens,0.12,171,26,WO5YYS,34
0x7fAe0492CA9d6Df5,wvmpfnjcgf.ens,4.75,200,94,SV5VRX,30
0x1910c1c151F66fDc,cjcjbssssy.ens,4.17,109,70,XWVY8T,19
0xDdB367edFBa3e6ac,oaprqbuuyz.ens,1.45,162,55,RCFSV6,28
0xA0643934ac296D92,sjskxyzepv.ens,1.36,153,57,ZC5GGF,24
0xeD4a77beA9A4Be90,szitlvthbo.ens,2.68,198,47,KAHVDK,33
0x699cD50caBCd02A5,cfibzsmtkk.ens,1.72,129,73,O4X8FA,48
0xaEcf22CE5E6cAd52,ujiacvywly.ens,3.51,158,82,D2K6OL,11
0xd1Ccc3152ECfaa42,mmtzneslfn.ens,4.37,134,39,TINE6L,32
0xf0aDCF2bEf1d4229,qdigxwjzan.ens,4.12,99,86,MDATV0,36
0x1506d9D5D18cBdEC,pkizcoglgz.ens,4.65,72,77,ENLLCW,22
0xFfc6715EFFFC2f44,umfpgnxtrr.ens,3.32,160,86,N04HO2,21
0x2E0780fAB0DcBed1,lvblqcfmdj.ens,4.62,192,26,SYT2FV,21
0xA1a76321a0966D22,xxfjgodolj.ens,4.17,160,98,QSCWQD,36
0x5d86EdD9b7Bb2Aa6,umhihgvwcx.ens,4.2,99,59,CW6IJV,27
0xfaD76DA7Fb6E36ba,ltphhqbivw.ens,4.55,169,54,1GF7QU,11
0x62A7241A8F55BcF9,brmnpzfdwd.ens,0.49,122,23,HAHHMK,10
