address,ens_name,op_token,op_tokens_voting,total_votes,op_voting_nft,total_proposal_interaction
0x94856d832c7fc72a,test.ens,0.63,121,94,QDOT2H,16
0xaadba3e52f367558,example.ens,3.55,186,79,2TRL72,26
0xd9d345f075c5c53b,example.ens,2.76,169,62,CUCS5Q,26
0x60e1f9496e8394da,example.ens,4.78,122,37,WP8BDB,47
0x569629794d3d3104,test.ens,4.37,101,36,7AXVDP,14
0x6a332cee002ffe6e,test.ens,0.2,179,58,EPF5D3,41
0xd3aa0c1c503a49f0,example.ens,4.68,85,61,CQ4K7P,5
0xa10fe609257bd575,test.ens,1.07,74,61,4SSDR2,14
0x4d0baf1353c54f1b,example.ens,0.61,119,88,SHBHBL,21
0x8501baa24de9d7f1,example.ens,2.48,145,62,GDMM7F,28
0xe753e05dfcdb7a87,test.ens,2.33,147,33,BIV58N,47
0x7242c0afb95cde9f,example.ens,2.27,87,20,6TNPMP,22
0x2f14073086e33cd5,example.ens,2.15,172,82,70AEME,36
0x19231b2a4be5d93e,example.ens,2.56,99,63,OQ72XC,46
0xc12ede44f5cf6c34,example.ens,2.13,160,65,EBKLAX,19
0x50a9debb050a3679,test.ens,3.18,70,61,DEYIJ7,38
0x4550b3bff58f23b2,example.ens,2.91,74,54,OOR7H9,11
0xeee40455da0bedc2,example.ens,0.34,101,56,4C856L,8
0xc6501c324d55bd71,example.ens,1.6,120,76,APYIZZ,26
0xa39c906cbea99a40,test.ens,2.94,109,56,RZYB0J,49
0xb9ffdd464254faf1,example.ens,3.92,113,30,N4Y4MS,14
0xf7c5bd369243956b,example.ens,4.66,133,72,NBQ2RV,43
0xf77c59854640fe78,example.ens,1.4,59,44,UTWIR0,12
0xbfa3fcf9be201b00,example.ens,1.66,120,85,F0ZI4A,9
0xc56e2dd6af5a2c33,example.ens,4.77,107,66,SLWCXJ,28
0xc1fe85aaf96dc791,test.ens,0.48,194,88,L3R60M,25
0x86dd1a19dd2dfca4,test.ens,2.81,142,93,17Q53O,37
0x97d224997c8c7b5f,example.ens,2.51,146,49,MUGFFG,10
0x3df9ad0041c76de5,example.ens,1.88,130,100,KV8FVP,8
0xcdc5db8f2be51f65,test.ens,0.98,68,42,V245CO,43
0x8bc14c78eddec2b4,example.ens,3.98,80,28,5YTI60,37
0xda312699af281074,test.ens,3.44,83,83,CBMCYC,20
0xed17b9a511f8382c,test.ens,0.98,180,24,9EMM8M,8
0x53ad5cdd96103628,test.ens,4.63,125,23,9DU5WK,32
0x4130292d71b43dd1,example.ens,2.93,199,47,Y2DKOX,23
0x57586150a454daaf,example.ens,4.11,123,28,X4ISDJ,22
0x2fae72ae635184b4,test.ens,3.89,118,53,YI7EQB,43
0xf3c0256bc9a9f587,test.ens,1.67,65,30,NV35XN,35
0x29bfcd8bc2ed3d9f,test.ens,0.56,91,91,41KLKI,38
0xb6fc98b558d1d31c,example.ens,3.2,171,100,WTM0PJ,11
0xf17fa2e28a338d44,test.ens,4.07,106,45,N3F1VI,8
0x5d6dbaa3bd9efdf6,test.ens,0.86,93,34,8TSSCV,43
0x21b69260fe52e415,test.ens,4.9,68,37,AGBKYA,45
0x6e1a0bc83d095388,example.ens,0.65,116,30,VZ70Q8,33
0x327c373cb1fbd3e5,example.ens,3.88,200,76,ASVLB1,29
0xba66aee448f8b1aa,test.ens,0.89,68,70,5JJU61,30
0xacc7edad64976ec2,test.ens,3.36,121,55,J52DF7,24
0x1342be388909a856,test.ens,4.25,133,32,RYSH2O,14
0x8bd1ef37f035b353,test.ens,3.58,141,30,QPMWSL,49
0x15e97c6719bf0f66,example.ens,1.59,184,76,VHC8TS,21
0xc6e3137e0fc4ff3a,test.ens,0.59,174,40,3YZIF3,8
0x32711f703441f3dd,test.ens,3.5,157,82,GIG5D7,11
0xbca596b3db17a7c4,example.ens,1.27,59,60,S5B2PI,19
0x8e3d2a72f3f938ea,test.ens,4.85,95,87,WL33DT,10
0xcfea53184f8ba6f1,example.ens,3.99,159,100,AYWZON,48
0x0206c71996ee5c14,example.ens,1.61,164,75,77F3C0,46
0x54ae52999a829bfe,test.ens,2.85,50,53,3FB1AC,34
0x3a8a3460c4a01a3a,test.ens,0.58,67,43,8CCFN9,28
0xac15878f9484941a,example.ens,4.39,190,35,M5UIRK,47
0x94036b0aa9986541,test.ens,1.04,191,22,6E4E4K,49
0x078c783dbcedcf7a,test.ens,3.81,112,66,D4TVVN,7
0xcb2d1403cf3ea0b4,example.ens,2.21,166,74,UOGC23,6
0xe46b9bb711c8b54c,example.ens,1.39,124,70,O9XKVW,12
0x42b4da41068d4f29,test.ens,2.26,146,65,GCPHM1,11
0x6df6931e439a8cab,example.ens,3.91,131,75,EEQEDC,50
0x3478ec7bbd981bea,example.ens,0.78,124,34,PC7WD6,36
0xf1e2f6e6a0277b5a,example.ens,0.63,78,37,A98LZ8,23
0x9b9cb2dbe8725ac0,example.ens,4.81,87,57,X2NWYI,7
0xdf9e7221170e078c,example.ens,3.87,103,61,U6VW6E,18
0xf6a2ac6f223edfd7,test.ens,4.97,183,42,UHXDPL,22
0x5dabb46ef3b422f2,example.ens,4.67,164,34,XF65GR,33
0x57ec52249bed6654,example.ens,0.34,158,72,U1O5T5,29
0x78740ae291de4005,test.ens,1.56,190,46,LB2A46,47
0x4eae458a0517f274,test.ens,4.66,168,54,XORQOI,48
0x757c084c00ae6ef6,test.ens,4.87,122,36,BC0G5I,43
0x0c8dc18d4500ee67,example.ens,4.59,171,20,KBDQUD,18
0xfe7d981ac4aafe4a,test.ens,3.09,137,88,3SR4S2,6
0x264f5e6491e43d7e,test.ens,4.24,174,26,4MZD82,47
0x5b6803c6c9f1d898,test.ens,0.27,53,75,TB75BQ,31
0xc5bcb59a537953ba,example.ens,0.52,171,21,A50GK5,47
0x061461405d80d2fd,example.ens,0.13,77,95,MEHYUL,30
0xc8e88e045f351953,example.ens,4.38,85,86,LYYYGI,20
0xd7e10e9047ea216e,test.ens,2.76,58,64,PQLLAA,12
0xccb73af854e95359,example.ens,0.98,196,58,JAPDH4,25
0xc11f8f032db2de20,test.ens,2.38,99,58,QNRX5Y,48
0x10a250a1910d7e50,example.ens,2.7,57,59,RNATE6,5
0x1fd5e16d45895184,test.ens,4.92,199,100,25ZY34,17
0x7a7e3f620ba0da18,example.ens,3.93,75,54,4CZYME,27
0x0f81526907abba98,test.ens,0.42,137,80,THDFEW,36
0x79fc1be7e8e320c1,example.ens,3.87,134,29,1GMEA5,8
0xb31a7f5f509b11ab,test.ens,0.95,189,62,DJ3PJI,11
0x1e40b88d4ca89816,example.ens,0.9,160,81,6RFKCO,15
0x07a024e7747d9417,example.ens,2.25,88,77,CIV4CC,11
0x03501296a3a9a8f5,test.ens,2.6,110,92,XSD484,15
0x8e6ce14998841a54,example.ens,1.51,79,26,WTA9C4,27
0xfce3d650a4ad4366,test.ens,3.64,63,22,3ST6V6,24
0x187e46cfe0ad92ce,example.ens,0.68,146,50,K9FFSZ,19
0x11a529d67f4fd8b2,test.ens,0.41,126,91,KY0UGN,46
0xb11901a03a112667,example.ens,4.33,162,38,0SRJLR,20
0x51184850908d64b2,test.ens,2.07,128,62,JI1QCZ,15
0xe0ef4e69f0606636,example.ens,2.46,81,31,B8SGD0,22
0x0b1011cad98a927a,test.ens,3.47,148,78,0UQZ2Y,7
0xc4bd555c1b1a8fec,example.ens,3.91,81,67,D0A17Y,41
0x07697b6a7522af51,example.ens,2.42,136,50,NI7ZNW,31
0x1470fbd53380c14c,example.ens,1.88,86,60,W6638I,42
0xa4fe4dad1a0e6c7d,test.ens,0.18,177,43,DJUNL6,33
0xcbd6055f4bada027,example.ens,1.6,83,52,HSLLC3,49
0x158362940e49da28,example.ens,0.53,145,98,2P3NLX,44
0x777bd4b2aef6a981,example.ens,2.22,50,55,NAWOH8,33
0x75ce3370e7997b91,example.ens,3.8,185,29,ZZCPDZ,47
0x8e9ac7ce183b5c62,test.ens,2.88,102,33,A1VLPH,13
0x477e878ffc4a3c35,example.ens,4.62,70,57,T9XLYF,42
0x32d5539f3bff3eaf,test.ens,1.91,57,63,H85JK8,27
0x17cf294651c9542d,test.ens,0.36,165,26,S9FNZZ,5
0x487bae5221b730a4,test.ens,1.48,172,75,FESNK9,5
0xb042389702534c81,example.ens,4.57,79,77,WSEN5L,33
0x3a6422b00449a671,test.ens,0.98,115,62,L8C1I2,46
0x347828080494bd4f,test.ens,4.99,109,90,9I3CO3,39
0x8db5d29ca39d3af5,example.ens,2.54,199,51,ALZDHR,6
0x0298b92e7466d61d,example.ens,3.98,59,28,E9TOSU,26
0xcd85fe846d1630db,example.ens,2.12,73,52,DQSKSH,9
0xcbcdeef343cceb1c,test.ens,3.96,111,33,7S6DNJ,25
0x3b88cbf479a6307e,test.ens,4.07,68,30,9M4ZZJ,34
0x68b3a491fe9432f2,example.ens,3.88,98,41,QC0FDT,19
0x149d43fa5eba9870,test.ens,1.85,98,93,M79XGW,38
0xbd9ad741b2808fe1,test.ens,0.29,143,38,13YGSI,6
0x7d808dca757a1186,test.ens,5.0,165,45,1MTJJW,17
0x399d7a431914cb35,example.ens,1.7,185,46,JQ4MQN,31
0xbf6a11ad39fa3bcb,example.ens,4.63,111,91,7X7F62,32
0x5e9da45f687bca49,test.ens,1.02,121,25,30UOMZ,19
0x2a5161bfb25e874d,example.ens,3.58,93,98,FQVCMR,19
0x46e15aad8419bc21,example.ens,4.78,168,25,F3ZZZ7,17
0x583df4bf1af5ea21,test.ens,1.07,111,85,I9EF09,28
0xc65571f5d06c6d21,test.ens,0.75,146,89,0S32ZS,22
0x984078e55a9e2b6d,example.ens,1.13,176,74,0WLN86,29
0x3397cf4fca63e3d8,example.ens,1.21,96,63,CA94BD,24
0xf38a0bfe03862765,test.ens,0.77,191,99,S4QOFQ,14
0x641b51fb7e7096c2,example.ens,0.44,141,55,SYALED,10
0x4f359d6d9c3066a0,test.ens,3.84,80,85,CPX100,18
0x3e056c05ccaae06c,test.ens,0.34,54,28,VWL4KP,23
0x56d7b2c68cacbd61,example.ens,4.95,187,84,K9NNID,43
0x79c67c99a8bfbdd8,test.ens,2.55,94,95,KYGUII,26
0x9d950507e86fb262,example.ens,0.18,146,93,B2WI6L,38
0x0442688b11aca6d0,example.ens,3.43,153,89,1Q7IV3,18
0x65bba327955aab4b,example.ens,2.19,145,36,YPEEV0,19
0xdc7f572846000908,example.ens,0.19,129,63,TTDBBY,48
0x0b3222d4987b1503,example.ens,4.16,145,100,V5OQCI,20
0x48cc0aa6b32c5279,example.ens,2.32,180,92,2E9BQ7,10
0x8f90cfedca073446,test.ens,4.94,191,50,DP37X9,25
0x7948c86915007249,test.ens,3.92,61,34,6IOB1V,44
0x16422cf5bc11c31f,example.ens,3.9,81,48,9E08H6,14
0x617738f561df09b4,test.ens,0.29,75,78,7B0C0D,34
0x5b4a475c236f243e,example.ens,0.36,157,58,FMIGQN,19
0x43d6f7b1a1ec7741,test.ens,2.47,59,93,9F5TPT,6
0x84ee1001f78a6050,example.ens,4.99,66,43,34RDOW,5
0x6bfbfd70594dfe42,test.ens,0.79,108,54,7NFF0T,28
0xfd024ad4082c0302,example.ens,4.84,98,98,GMLAN1,11
0xadb571b25a50e697,test.ens,2.96,175,84,B9ULB5,9
0x57eedfc0121aea58,example.ens,1.99,84,71,S27JGU,22
0x01dfe83d5b0e1519,test.ens,2.68,173,28,AQXUDS,48
0x163b42be9cfca491,example.ens,4.83,101,72,4F35W6,22
0xe6c226a9e1f31bf8,test.ens,1.07,108,63,ZMHOLA,7
0xe53ad9d8db1f54b8,test.ens,2.58,139,66,UE637N,18
0xb6a15c50c4d9b645,example.ens,0.21,145,82,HHV4NC,28
0x6de673ccac21734a,test.ens,1.04,159,63,KO4U86,5
0x655521006ab89db0,test.ens,4.26,194,41,N0412C,41
0x017615792cf80067,test.ens,3.99,105,96,5HNI0U,35
0x2c1dc4d85fea3f91,example.ens,0.29,70,28,US4T02,37
0xc864f0706cda9117,example.ens,4.86,133,82,V747NN,8
0xaa3ed5101199bd35,example.ens,1.08,74,74,52RU73,43
0x794b0be3845848a3,example.ens,3.18,118,69,4LNNYP,27
0x37d257b8d09ddb0e,test.ens,3.93,86,80,DZNPP8,42
0x130c63691510312e,example.ens,2.09,182,61,K6OC6V,23
0x956b90c269c09e53,example.ens,4.49,120,45,1T7A03,49
0x07453db91aac2a33,test.ens,3.32,135,66,GPCXGG,35
0x75c6508243c449e5,example.ens,2.07,184,94,48MLP3,45
0xdb3d3acbfbd86536,test.ens,4.53,172,29,R691AI,40
0x09cc542c9e82e831,test.ens,3.07,50,31,NMJ0Z6,50
0x749cac5e59e5c441,example.ens,1.63,116,52,ZZGP0U,11
0x5292ad767d9373a0,test.ens,1.87,113,65,8ETWEP,45
0x5d97eb33dbb96b2d,test.ens,1.16,85,40,UGTTQX,18
0x23139f76c2a7e2be,test.ens,0.51,108,63,QTWCUV,40
0xf9a37324b00a01f0,example.ens,0.62,74,41,EHR2B8,23
0x02af4fc657c8c533,test.ens,3.78,123,88,WGKSS6,19
0x1b5b0ccbacd07e08,example.ens,4.21,149,34,F992J4,5
0xe8aa198eb8ffd33f,test.ens,2.02,92,74,44ULSI,35
0xec4f64e558af542c,test.ens,0.29,89,23,NSAWPF,7
0xfcf381ebbabf08ca,test.ens,3.21,121,47,0KBTAF,32
0x5f5c16ef8e69ab3f,test.ens,0.52,153,28,Q9OHW8,39
0x98830b063caa6295,test.ens,3.26,124,99,R6KZPF,34
0xf726db5b034bf33d,test.ens,2.11,124,79,8N1LIN,13
0x41fdcaaa87938679,test.ens,3.57,140,72,0EM821,50
0xc4a7312f30420e15,example.ens,1.69,82,83,ZNF6R5,24
0xe26ce403b8c7abab,example.ens,1.21,62,57,UULFQ4,37
0x6c3afee2bd4c000d,test.ens,0.66,143,62,WTZELT,18
0x1e0ff60f26e3269c,test.ens,0.16,131,76,FZ12V2,48
0xb8f27762b3636c9c,test.ens,3.92,160,47,1QN99T,39
0x024711997c79d430,example.ens,1.15,104,74,XA7CWN,14
0xbd2edb229be7d72f,example.ens,2.61,126,56,11PJ6H,41
0x587cd87f3818067c,example.ens,3.01,61,86,VSIMPB,50
0x9f6fd37654006fac,example.ens,1.21,98,87,LGRX4M,16
0xb5aae3ebec160fc1,test.ens,3.15,139,24,YP5S1X,36
0x63ccf5ae84b4cd68,test.ens,4.05,96,51,5JTDIR,34
0x9b1c6aa3c351c1bb,test.ens,1.95,137,35,4TN6CO,47
0xde9f0ea9115f23bc,example.ens,4.53,84,91,RDKJLP,48
0xf39261cdb3245b7e,example.ens,3.15,111,23,V13AL2,38
0x2b972ba1a5cb7430,example.ens,2.56,94,45,D39IBJ,13
0x129508ccd53fb5f5,test.ens,1.64,63,87,Q8HN3G,16
0xa6ef1123119a9896,test.ens,2.59,147,48,PWKFPL,5
0xca2ecf914e0b477c,test.ens,0.93,96,76,GMJDZQ,26
0xeef581b48ad62848,example.ens,3.06,93,55,C3XULC,20
0xac66339722d0c9b4,example.ens,0.45,143,93,50C42W,20
0xd222a297e41a909f,example.ens,1.33,134,50,7T2E0I,22
0x36206de56c66ddfa,example.ens,1.97,91,45,X4PFOR,31
0x91f542abc27a985b,example.ens,1.31,135,25,F0ZG3J,22
0x988b920933233888,example.ens,1.73,157,83,OBSYSF,28
0x8cc11256ec47daf9,example.ens,2.87,147,24,Y1JAC4,20
0x0377195f6cc49244,example.ens,0.76,200,63,MQTNIC,9
0xc6100d9b6944da87,example.ens,1.53,60,56,X5LHU2,39
0xd13ed8cf7b18d7c5,test.ens,4.76,62,85,13PBSK,40
0x634c1b1bfdee4866,example.ens,1.56,136,71,O59UBL,33
0x09c53399e3a490ff,example.ens,4.86,63,38,94NAPC,23
0xe851b8b575671ade,example.ens,1.0,81,23,P1BQ9Z,22
0xc50864e2a7df163a,example.ens,3.9,90,48,NF80JH,27
0xffdba1c4976dd0d4,example.ens,3.7,118,35,7HG6D4,21
0xe5677025fda89cb4,example.ens,3.6,94,42,126U30,23
0x514f4e8b826bdc84,test.ens,4.25,53,33,CVTGU1,43
0xfe9bd7b25731357d,example.ens,1.14,56,68,WFQRG0,19
0x77f5f0381fdc7cc3,test.ens,1.29,108,57,DW79TP,26
0x1706ae309f9ec76e,example.ens,1.44,162,72,V6VT0L,44
0x8da14b6fd71149b2,example.ens,4.81,94,87,Z5QASV,42
0x819060dcda729772,example.ens,3.46,50,95,AAOMYU,37
0xee92f47d8de42d72,test.ens,1.87,119,76,7T4KIY,42
0x7d3e9d89feb50b26,test.ens,1.21,109,85,5CVIRF,19
0x7997c965256af4a4,example.ens,0.61,157,83,9R0EN1,42
0xf9fb51cf44c6fa54,example.ens,2.89,130,26,X4I0ID,21
0x07e77c368f184880,test.ens,0.62,172,59,YCK2Y6,27
0x74faf0067588931d,example.ens,4.09,112,58,8A2SH5,18
0xe5d00f24f6e37bf1,example.ens,1.19,191,49,SQEK01,17
0xd9f5a8dd9dc72f84,test.ens,3.4,135,23,4CIFHY,15
0x1a4dc2eef03e35f7,test.ens,4.37,154,58,YO9ARF,38
0xe00c9587e55aa393,example.ens,2.0,96,82,K6XQ4Y,31
0x2bf881958fe39dc5,test.ens,3.99,154,39,R32G2M,31
0xc576b04bf9f01d7e,test.ens,4.66,77,26,IXJ43K,28
0x34da012397ec2ced,example.ens,2.63,173,70,O77L4C,44
0xa7af0c081e83cace,test.ens,3.78,131,42,WIWGNR,40
0xb786a532453f9aed,example.ens,1.25,112,30,2EE3TI,35
0x6cb74bf753386f5d,test.ens,4.67,71,29,2TNWQE,17
0x55af1e3418ed594f,test.ens,3.53,116,69,KVP6TH,15
0x81128ddf74183650,test.ens,0.63,154,30,ZH7CBG,11
0xf8a6477f3cac28e0,test.ens,4.84,64,36,67M9DB,42
0xbe847c7267b604e5,test.ens,1.29,167,34,PA3FBJ,30
0x9392cbf13de31c8c,example.ens,0.8,193,60,ONSAZW,5
0xa3fe9f9175cf4c3c,test.ens,0.93,162,98,SEOHX9,48
0x50e93bee47022f28,example.ens,4.2,161,21,CRD0TL,29
0xc650c256e2a0a672,example.ens,4.37,58,100,MWT0ZK,42
0x9cc25b0d3e383280,test.ens,1.52,124,29,XSIMXS,47
0x1da28fdeeb66921e,test.ens,3.86,104,21,WOEL91,22
0x7d88059a993a6ea9,example.ens,2.38,97,71,6G5LCK,31
0xcd0edbebfcb9f010,example.ens,4.05,134,51,OCUKK6,18
0x90fc650da9c0c50b,test.ens,0.67,129,75,7FHFKX,38
0x94d96246c61e0888,test.ens,2.8,134,28,T78KC0,41
0x254d248623d22f3d,test.ens,3.41,185,99,QUGF3N,40
0x3fc6888a1e98ca9a,test.ens,4.59,176,50,X5Z0I2,42
0x8785ab23282bd70b,example.ens,2.36,160,78,YAILW9,44
0xdc93c663904b548e,test.ens,3.29,146,93,V1LUUJ,50
0x790b052450eb5540,example.ens,0.29,158,72,3YH6ET,45
0xcf639162f3312d6d,test.ens,1.78,105,27,X62XXZ,18
0x96a0a80952a0a036,example.ens,3.68,125,71,1Q2W9C,5
0x2cf9aa4ed9cb11fb,test.ens,4.14,107,44,ZPKU51,40
0xc1d735beb0920062,example.ens,1.7,70,38,1XDP3W,41
0x728a39c52036b059,test.ens,1.85,95,28,SNXXN7,42
0x024d6f9e6a2eb21e,test.ens,2.66,103,66,OWQ421,46
0xb7832bfb29657f51,example.ens,4.69,183,31,1N057M,32
0xdc70a72135b0356b,test.ens,4.23,51,32,ZSTSRD,44
0xb8d94582e9c53447,example.ens,3.98,133,70,7KAAMZ,7
0x08f88d1a4684259d,test.ens,1.67,115,90,86AY3P,31
0xabe1c760af5e9d35,test.ens,3.34,65,42,U26JJZ,39
0xebd602e85edeb473,example.ens,1.98,137,30,6YPJS6,41
0x43464f744661f473,example.ens,1.49,161,86,TFN8KV,43
0xb1dd1fa3845a701a,test.ens,2.43,176,87,NK9JZ0,40
0x944f78862e737b55,test.ens,0.73,73,34,XIX4CU,50
0x209793847a226f3e,example.ens,2.8,153,92,7LH872,10
0xfe1ac74a26521737,test.ens,0.31,78,68,A0Q879,22
0xe8a93c2c80e425c2,example.ens,2.37,128,80,30W4KW,17
0xec18b801fb22f458,example.ens,0.88,95,91,3T9IZ2,32
0x8c368ba60b7a76c1,test.ens,4.67,55,23,LTL397,29
0x5b959eddf8691f7e,test.ens,2.22,200,20,X96S7Q,45
0x851fad2e4d0a7bf7,test.ens,1.32,110,40,3HC61A,39
0xa1841edf06dddfa7,example.ens,2.74,200,96,R9VK2S,43
0x033fdc0c7a839645,test.ens,1.49,160,82,ZN573P,42
0xbf6f38b93472d827,example.ens,1.57,115,90,4K4B6Z,22
0x63565539303aa7b4,test.ens,0.98,173,64,Z00SOI,17
0x143569333f1475a0,test.ens,3.69,186,61,TSEZ0H,42
0xb12fe91cd921c0d1,test.ens,2.97,146,65,T2HGXT,45
0x2a6b6df87dcaf605,test.ens,2.44,160,25,6WPTJ7,13
0x5f7c577739ddc0a4,example.ens,0.71,172,72,86P7ID,44
0xb188a9c4be70300a,test.ens,1.19,74,86,8WHKXA,5
0x92d09829cb9c79ab,example.ens,2.77,55,34,DGO35D,28
0xc752bd3b80a919a1,example.ens,3.3,173,29,Z0Z8MG,33
0x831dbdca55d22780,test.ens,5.0,150,89,KRFTBM,45
0x0ba43594aae586fe,example.ens,1.17,80,85,D7BGQP,50
0xa6425203b807a692,test.ens,1.57,164,75,6FPBE8,47
0x3c0eb979817990a8,test.ens,4.51,171,88,IUZFHZ,29
0xf8d2924caf6e7ed5,test.ens,3.17,127,99,WH4KNU,36
0xe73a722fdff83c01,test.ens,3.88,55,30,TFVASG,15
0xc51fdfa1e97bfc38,test.ens,0.79,88,43,YXZ7VH,50
0x25de688c773ad566,test.ens,3.04,104,81,T2Y5TD,40
0x14cb99784222457b,test.ens,4.95,169,94,3TLCTY,38
0x4a2d95ba89f5da1a,example.ens,3.5,67,26,8WFLNK,39
0xccde5a866246d8e1,test.ens,3.38,91,54,OG7XKG,6
0xdb20dc3da70c8d7b,example.ens,4.65,92,62,DSXRXX,42
0xbe4e5d338ae856c6,test.ens,2.7,186,53,HTQUYZ,22
0x9a16733370e7d9e1,test.ens,3.25,80,72,OVBPYQ,8
0xf770a0196e949367,test.ens,0.4,95,52,Y58RLV,34
0xd5f361d47cfd2205,test.ens,3.47,60,64,KQL7WB,40
0x9d76c4576503f4d9,test.ens,3.39,181,80,WKVU4J,24
0x7733cf51512ca565,test.ens,4.15,83,67,NPZF8X,46
0xaed64fbe010fdf87,test.ens,2.31,63,42,F7NL6N,34
0x8412694251f28bad,test.ens,2.35,116,46,9ZZCA7,42
0xf2ac6ea02edb88b7,example.ens,1.95,90,64,MNASDZ,32
0xb544045580c4d56f,test.ens,1.62,192,95,PAJV2G,33
0x7bb67e942404158d,example.ens,2.2,148,63,BH2FWZ,9
0xf089646b6a08542f,example.ens,1.02,51,66,N4ORB3,36
0x2d31ace02235b8bc,example.ens,0.86,114,71,SCPXXO,44
0x0d500f2555a1437e,test.ens,1.5,116,81,CA4FVK,21
0x2e9f04d2926b872e,example.ens,4.39,141,100,W0M200,22
0x4e19228506bf8115,test.ens,1.95,126,25,P9JS3Q,49
0xeb0b3c4487e5a699,example.ens,1.24,101,53,Y96H8Z,5
0xfddf5f3c411180da,example.ens,4.24,55,83,34U3Z4,10
0xe865ac3180edff82,example.ens,0.95,181,46,D7BZDA,49
0x13b26d8a90264643,example.ens,3.23,123,68,F8UZD9,31
0xf5c4d6980eb9bde1,test.ens,2.83,186,78,UNZ2PS,24
0x9c9660b27cf849b7,example.ens,4.48,198,21,KGU5TZ,23
0xebc21ad2cb86e01a,test.ens,4.99,155,23,JWVIA6,28
0x8bf5179886d60edb,test.ens,2.31,180,71,M2KLT7,48
0x00bf1f622259d1e5,test.ens,3.45,154,47,V2EG5Q,36
0xb5ac3a2120e5cff0,test.ens,3.94,171,25,ZD42NV,12
0x941d696443f94868,example.ens,1.42,177,63,B65SRD,10
0x582d401fdc1f2b5a,test.ens,3.34,105,34,BDZNNA,14
0x66c97cf1a131a8aa,test.ens,1.46,149,66,DGX5AQ,6
0xcc1094f6625c72fc,test.ens,3.23,151,53,T14JMS,46
0xd0e005c27377d992,test.ens,1.11,183,64,H28KVB,7
0x5a1998fdca72c50b,test.ens,2.28,115,48,I99XJN,40
0xf84cb18bbc69e77b,test.ens,2.66,130,52,J3EPGU,43
0x4363a069a93b8aa5,test.ens,0.68,72,23,BN681S,47
0x3240d6e4c3295c40,test.ens,4.31,58,41,15O1K6,50
0x2c05daf2ddbcaae3,example.ens,3.93,179,88,X79DLV,40
0x847eedce8d7da7e8,example.ens,3.22,104,90,PP9DDE,35
0x5b87142cfcb6ca58,example.ens,2.45,133,56,TJO88Q,41
0xda76833dcf101862,test.ens,4.84,66,37,94DEJA,12
0xf763ab9eebc9ee82,test.ens,3.92,118,96,NMVESC,17
0x4ac9b67095d1281a,example.ens,3.38,186,66,20FXTX,30
0x701a18f67818db77,example.ens,4.98,119,74,V8F3M6,24
0x8a1d4fd954c8f9de,example.ens,2.17,97,36,75RQZ9,16
0x3bcc734ed73fee25,example.ens,2.4,139,80,6YJ6GV,15
0x97024b75ff354b81,example.ens,4.62,143,30,6F2CEL,12
0x43ec60f241b9bfc3,example.ens,0.62,83,46,VIK9EO,35
0xc3466ecbc888e683,test.ens,3.38,178,56,DA9IO8,22
0x331ce2641aa0788d,example.ens,0.27,64,74,WM2CSW,41
0x4c5ebbf35c2029fa,example.ens,2.84,186,86,JFPKT7,10
0x22d252d4ea08f5e1,test.ens,3.95,109,87,ZV4CIA,35
